id,source_file,timestamp,density,group,species,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
21,C:/Users/TristanKleyn/Downloads/ecotypeClassification/binary/Binaries_20240706/10MIN/WINDOWS_20240706.csv,24:32.9,1.073152,3,None,0.022900763,0.013358779,0.015267176,0,0,0.001908397,0.011450382,0.017175573,0.017175573,0,0,0,0.003816794,0.007633588,0.034351145,0.019083969,0.017175573,0.005725191,0,0,0,0,0,0.001908397,0.057251908,0.007633588,0.019083969,0.011450382,0.013358779,0.015267176,0,0,0,0,0,0,0,0,0,0,0.017175573,0.020992366,0,0,0,0,0.003816794,0.015267176,0.017175573,0.005725191,0,0,0,0,0,0,0,0,0,0.005725191,0.003816794,0.022900763,0.011450382,0.007633588,0.001908397,0,0,0.013358779,0.032442748,0.007633588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,C:/Users/TristanKleyn/Downloads/ecotypeClassification/binary/Binaries_20240706/10MIN/WINDOWS_20240706.csv,24:36.9,1.339392,3,None,0,0,0.003058104,0.074923547,0,0,0,0,0.013761468,0.0382263,0.042813456,0.0382263,0.001529052,0,0,0,0,0.006116208,0.068807339,0.001529052,0.013761468,0.018348624,0.001529052,0,0,0,0,0,0,0.003058104,0.013761468,0.01529052,0.001529052,0.00764526,0.02293578,0.006116208,0,0.009174312,0.039755352,0.003058104,0.00764526,0.001529052,0.010703364,0.001529052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004587156,0,0.024464832,0.001529052,0.003058104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,C:/Users/TristanKleyn/Downloads/ecotypeClassification/binary/Binaries_20240706/10MIN/WINDOWS_20240706.csv,24:40.9,1.523712,3,None,0,0,0,0,0,0,0,0.005376344,0.022849462,0.010752688,0.021505376,0.045698925,0.001344086,0,0,0.02688172,0,0,0,0,0.009408602,0.017473118,0.009408602,0,0,0,0,0,0,0,0,0,0,0.016129032,0.033602151,0.008064516,0.004032258,0,0,0,0,0.002688172,0.010752688,0.014784946,0,0,0,0,0,0,0,0.02016129,0.02016129,0.002688172,0.016129032,0.028225806,0,0,0,0,0,0,0,0,0,0,0.014784946,0.055107527,0.048387097,0.004032258,0,0.004032258,0.005376344,0.02016129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,C:/Users/TristanKleyn/Downloads/ecotypeClassification/binary/Binaries_20240706/10MIN/WINDOWS_20240706.csv,25:28.9,1.142784,3,None,0,0,0,0,0.010752688,0.028673835,0,0,0.001792115,0.039426523,0.007168459,0,0.023297491,0.005376344,0.014336918,0,0,0,0,0,0.010752688,0.035842294,0.001792115,0.008960573,0.005376344,0,0.044802867,0.008960573,0.005376344,0.007168459,0.012544803,0.017921147,0.008960573,0.039426523,0.001792115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001792115,0.001792115,0,0.02688172,0.010752688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010752688,0.050179211,0.050179211,0.005376344,0.001792115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,C:/Users/TristanKleyn/Downloads/ecotypeClassification/binary/Binaries_20240706/10MIN/WINDOWS_20240706.csv,25:36.9,1.818624,3,None,0,0,0.013513514,0.036036036,0.002252252,0.010135135,0.015765766,0,0,0.027027027,0.097972973,0.009009009,0,0,0,0,0,0,0,0,0,0.009009009,0.023648649,0.011261261,0.006756757,0.001126126,0.007882883,0.013513514,0.004504505,0.065315315,0.013513514,0.010135135,0.013513514,0.007882883,0,0,0,0,0.003378378,0.013513514,0.011261261,0.001126126,0,0,0,0,0,0,0,0,0,0.009009009,0.011261261,0.004504505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016891892,0.027027027,0.002252252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,C:/Users/TristanKleyn/Downloads/ecotypeClassification/binary/Binaries_20240706/10MIN/WINDOWS_20240706.csv,25:40.9,1.024,3,None,0,0,0.002,0.004,0.04,0.004,0,0,0,0.002,0.034,0.004,0,0,0,0,0,0,0,0.01,0.024,0.026,0.062,0.04,0.008,0,0.024,0.014,0.002,0,0,0,0.002,0.036,0.008,0,0,0,0.002,0.026,0.024,0.012,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.058,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,C:/Users/TristanKleyn/Downloads/ecotypeClassification/binary/Binaries_20240706/10MIN/WINDOWS_20240706.csv,25:44.9,1.376256,3,None,0,0,0.016369048,0.025297619,0,0,0.00297619,0.00297619,0.020833333,0.013392857,0.013392857,0.007440476,0.026785714,0.005952381,0,0,0,0,0,0,0.014880952,0.023809524,0.02827381,0.007440476,0.00297619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013392857,0.026785714,0.029761905,0.03422619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02827381,0.001488095,0,0.011904762,0.041666667,0.074404762,0.023809524,0.001488095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,C:/Users/TristanKleyn/Downloads/ecotypeClassification/binary/Binaries_20240706/10MIN/WINDOWS_20240706.csv,26:24.9,1.613824,3,None,0,0,0.005076142,0.043147208,0.019035533,0.025380711,0.039340102,0.008883249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007614213,0.017766497,0.002538071,0,0,0.008883249,0.007614213,0.010152284,0.003807107,0.010152284,0.03680203,0.02284264,0.01142132,0,0,0,0,0,0,0.017766497,0.024111675,0.015228426,0.006345178,0,0,0,0,0,0,0,0,0,0,0.001269036,0.020304569,0.010152284,0,0.003807107,0.026649746,0.012690355,0.013959391,0,0.001269036,0,0,0.003807107,0.017766497,0.03680203,0.007614213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,C:/Users/TristanKleyn/Downloads/ecotypeClassification/binary/Binaries_20240706/10MIN/WINDOWS_20240706.csv,26:32.9,1.26976,3,None,0.020967742,0.003225806,0,0.001612903,0.05,0.017741935,0,0,0,0.016129032,0.035483871,0.012903226,0,0,0,0,0,0.001612903,0.003225806,0.029032258,0.00483871,0.003225806,0,0,0.003225806,0.035483871,0.017741935,0.017741935,0,0.035483871,0,0,0,0,0.001612903,0.00483871,0.035483871,0.003225806,0,0,0,0,0,0,0,0.008064516,0.019354839,0.008064516,0,0,0,0,0,0,0,0.001612903,0.019354839,0.009677419,0.012903226,0.009677419,0.008064516,0.012903226,0,0,0,0,0,0.022580645,0.009677419,0.003225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,C:/Users/TristanKleyn/Downloads/ecotypeClassification/binary/Binaries_20240706/10MIN/WINDOWS_20240706.csv,27:36.9,1.040384,3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003937008,0.035433071,0,0,0,0,0,0,0.013779528,0.025590551,0.015748031,0.007874016,0.033464567,0.037401575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003937008,0.007874016,0.037401575,0,0,0,0,0,0,0,0,0,0,0,0.017716535,0.021653543,0.001968504,0,0,0,0,0,0,0.023622047,0.072834646,0.078740157,0.021653543,0,0,0,0,0.001968504,0.021653543,0.015748031,0,0,0,0,0,0,0,0,0,0,0,0,0
