id,species,enc_id,rec_id,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90
1,BP,105,2009-06-25a.WAV,0.035805627,0.015345269,0,0,0,0,0,0,0,0,0,0,0,0,0.063938619,0.010230179,0,0,0,0.012787724,0.035805627,0.012787724,0.025575448,0.035805627,0.023017903,0.002557545,0.043478261,0.023017903,0,0,0,0,0,0,0.002557545,0.007672634,0.038363171,0.007672634,0.015345269,0.025575448,0.017902813,0.033248082,0,0,0,0.012787724,0.007672634,0,0,0.015345269,0.020460358,0.056265985,0.035805627,0.010230179,0.002557545,0.025575448,0.007672634,0.023017903,0.020460358,0,0,0,0.002557545,0,0.00511509,0.007672634,0.002557545,0.020460358,0.015345269,0.012787724,0.015345269,0.038363171,0.05370844,0.012787724,0.00511509,0.010230179,0.017902813,0.002557545,0,0,0.002557545,0,0.028132992,0.020460358,0,0,0,0,0,0
2,BP,17,MF20070721_060750.wav,0,0,0,0.028205128,0.012820513,0,0.005128205,0.012820513,0.025641026,0.005128205,0.007692308,0.005128205,0.030769231,0.012820513,0.01025641,0.012820513,0.015384615,0.030769231,0.01025641,0.015384615,0.012820513,0.020512821,0.028205128,0.005128205,0.002564103,0.012820513,0.023076923,0.012820513,0.01025641,0.01025641,0.017948718,0.017948718,0.012820513,0.015384615,0.012820513,0.020512821,0.005128205,0.01025641,0.002564103,0.007692308,0.020512821,0.020512821,0.012820513,0.005128205,0.007692308,0.017948718,0.012820513,0.01025641,0.01025641,0.017948718,0.007692308,0.007692308,0.01025641,0.015384615,0.017948718,0.007692308,0.005128205,0.005128205,0.015384615,0.007692308,0.007692308,0.01025641,0.01025641,0.017948718,0.01025641,0.015384615,0.007692308,0.015384615,0.025641026,0.012820513,0.002564103,0.007692308,0.017948718,0.007692308,0.01025641,0.007692308,0.017948718,0.020512821,0.005128205,0.01025641,0.002564103,0.012820513,0.005128205,0,0,0,0,0,0,0
3,BP,105,2009-06-25a.WAV,0,0,0,0,0,0.002583979,0.007751938,0.018087855,0.059431525,0.062015504,0.056847545,0,0.062015504,0.033591731,0.131782946,0.204134367,0.072351421,0.012919897,0.007751938,0.010335917,0.012919897,0.031007752,0.025839793,0,0.012919897,0.031007752,0.010335917,0,0,0.010335917,0.023255814,0.028423773,0.015503876,0,0,0,0.036175711,0.012919897,0.007751938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,BP,65,19950809_03_INV_Track1.wav,0,0,0,0,0,0,0,0,0,0,0,0.001257862,0.037735849,0,0,0,0,0.013836478,0.017610063,0,0.020125786,0.016352201,0,0,0,0.003773585,0.021383648,0.017610063,0.006289308,0.025157233,0.010062893,0.013836478,0.01509434,0.010062893,0.013836478,0.020125786,0.005031447,0.01509434,0.018867925,0.003773585,0.017610063,0.012578616,0.011320755,0.013836478,0.013836478,0.010062893,0.01509434,0.013836478,0.01509434,0.008805031,0.013836478,0.01509434,0.010062893,0.016352201,0.017610063,0.01509434,0.012578616,0.016352201,0.013836478,0.011320755,0.010062893,0.017610063,0.01509434,0.008805031,0.016352201,0.01509434,0.00754717,0.013836478,0.018867925,0.01509434,0.017610063,0.011320755,0.013836478,0.020125786,0.008805031,0.00754717,0.021383648,0.011320755,0.013836478,0.016352201,0.016352201,0.022641509,0.012578616,0.010062893,0.020125786,0.011320755,0.00754717,0.026415094,0.006289308,0.005031447
5,BP,67,19950719_01_INV_Track1.wav,0,0,0,0,0,0,0,0,0,0,0,0.001257862,0.037735849,0,0,0,0,0.013836478,0.017610063,0,0.020125786,0.016352201,0,0,0,0.003773585,0.021383648,0.017610063,0.006289308,0.025157233,0.010062893,0.013836478,0.01509434,0.010062893,0.013836478,0.020125786,0.005031447,0.01509434,0.018867925,0.003773585,0.017610063,0.012578616,0.011320755,0.013836478,0.013836478,0.010062893,0.01509434,0.013836478,0.01509434,0.008805031,0.013836478,0.01509434,0.010062893,0.016352201,0.017610063,0.01509434,0.012578616,0.016352201,0.013836478,0.011320755,0.010062893,0.017610063,0.01509434,0.008805031,0.016352201,0.01509434,0.00754717,0.013836478,0.018867925,0.01509434,0.017610063,0.011320755,0.013836478,0.020125786,0.008805031,0.00754717,0.021383648,0.011320755,0.013836478,0.016352201,0.016352201,0.022641509,0.012578616,0.010062893,0.020125786,0.011320755,0.00754717,0.026415094,0.006289308,0.005031447
6,BP,626,140611_0930_1.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.0075,0.0075,0.0225,0.02,0.0275,0.025,0.025,0.015,0.03,0.02,0.04,0.03,0.0175,0.0175,0.0225,0.0225,0.0225,0.02,0.015,0.005,0,0.01,0.01,0.0125,0.005,0.02,0.005,0.02,0.0075,0.0175,0.02,0.015,0.0275,0.02,0.015,0.015,0.06,0.0375,0.015,0.01,0.01,0.01,0.01,0.0125,0.0025,0.01,0.0075,0.0075,0.0075,0.01,0.0025,0.015,0.005,0.01,0.0075,0.01,0.0025,0.0025,0.0075,0.0075,0.0125,0.0125,0.0025,0.01,0.005,0.005,0.005,0.0075,0.0175
7,BP,258,PAM_20160728_133919_519.wav,0.055445545,0.041584158,0.037623762,0.051485149,0.035643564,0.043564356,0.031683168,0.033663366,0.047524752,0.023762376,0.035643564,0.033663366,0.033663366,0.02970297,0.037623762,0.043564356,0.021782178,0.033663366,0.033663366,0.033663366,0.025742574,0.02970297,0.041584158,0.021782178,0.031683168,0.017821782,0.031683168,0.01980198,0.007920792,0.00990099,0.00990099,0.013861386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,BP,107,2009-06-28a.wav,0,0.002557545,0,0.002557545,0.00511509,0.092071611,0.071611253,0,0,0,0.002557545,0.002557545,0,0.002557545,0,0,0.002557545,0,0,0.002557545,0.038363171,0.051150895,0.025575448,0.056265985,0,0,0,0,0,0,0,0,0,0,0,0.015345269,0.033248082,0.033248082,0.015345269,0.017902813,0.017902813,0.002557545,0.038363171,0.023017903,0.015345269,0.017902813,0.025575448,0,0,0,0,0.035805627,0.025575448,0.025575448,0.007672634,0.015345269,0.012787724,0.023017903,0,0,0,0,0,0,0,0.002557545,0.015345269,0.025575448,0.028132992,0.017902813,0.007672634,0.010230179,0.015345269,0.020460358,0.023017903,0,0,0,0,0,0,0.017902813,0.023017903,0.020460358,0.002557545,0.002557545,0.00511509,0.002557545,0,0
9,BP,109,2009-07-01a.wav,0,0.002557545,0,0.002557545,0.00511509,0.092071611,0.071611253,0,0,0,0.002557545,0.002557545,0,0.002557545,0,0,0.002557545,0,0,0.002557545,0.038363171,0.051150895,0.025575448,0.056265985,0,0,0,0,0,0,0,0,0,0,0,0.015345269,0.033248082,0.033248082,0.015345269,0.017902813,0.017902813,0.002557545,0.038363171,0.023017903,0.015345269,0.017902813,0.025575448,0,0,0,0,0.035805627,0.025575448,0.025575448,0.007672634,0.015345269,0.012787724,0.023017903,0,0,0,0,0,0,0,0.002557545,0.015345269,0.025575448,0.028132992,0.017902813,0.007672634,0.010230179,0.015345269,0.020460358,0.023017903,0,0,0,0,0,0,0.017902813,0.023017903,0.020460358,0.002557545,0.002557545,0.00511509,0.002557545,0,0
10,BP,109,2009-07-01a.wav,0.017948718,0.082051282,0.043589744,0.033333333,0.028205128,0.033333333,0.012820513,0.012820513,0.012820513,0,0,0,0,0,0,0,0,0,0.002564103,0.007692308,0.01025641,0.020512821,0.033333333,0.030769231,0.015384615,0.007692308,0.012820513,0.020512821,0.012820513,0.017948718,0.012820513,0.023076923,0.007692308,0.007692308,0.007692308,0.020512821,0.015384615,0.015384615,0.023076923,0.017948718,0.01025641,0.01025641,0.015384615,0.015384615,0.005128205,0.015384615,0.017948718,0.005128205,0.01025641,0.01025641,0.012820513,0.012820513,0.007692308,0.01025641,0.007692308,0.007692308,0.017948718,0.017948718,0.01025641,0.017948718,0.020512821,0.017948718,0.005128205,0.007692308,0.012820513,0.005128205,0.007692308,0.007692308,0.012820513,0.012820513,0.002564103,0.005128205,0,0.012820513,0.002564103,0.002564103,0.002564103,0.002564103,0,0,0,0,0,0,0,0,0,0,0,0
11,BP,107,2009-06-28a.wav,0.047244094,0.104986877,0.007874016,0,0.005249344,0.078740157,0.036745407,0.002624672,0,0,0,0.026246719,0.007874016,0.05511811,0.041994751,0.018372703,0.005249344,0.007874016,0.005249344,0.002624672,0.065616798,0.044619423,0.018372703,0.049868766,0.049868766,0.031496063,0.005249344,0.010498688,0.010498688,0.039370079,0.015748031,0.018372703,0.002624672,0,0,0,0.002624672,0.026246719,0.01312336,0.018372703,0,0,0,0,0,0,0,0,0,0,0,0,0.010498688,0.018372703,0.01312336,0.01312336,0.002624672,0,0,0,0.015748031,0.020997375,0.005249344,0.020997375,0.002624672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,BP,107,2009-06-28a.wav,0.015584416,0.033766234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067532468,0.064935065,0.012987013,0.015584416,0.051948052,0.007792208,0,0,0,0,0,0,0,0.018181818,0.005194805,0.002597403,0.002597403,0.023376623,0.005194805,0.002597403,0.002597403,0.005194805,0.012987013,0.005194805,0.002597403,0.002597403,0.007792208,0.028571429,0.002597403,0.005194805,0.005194805,0.038961039,0.015584416,0,0.01038961,0.007792208,0,0,0,0.002597403,0.046753247,0.038961039,0.002597403,0.002597403,0.002597403,0.025974026,0.025974026,0.038961039,0.031168831,0.051948052,0.041558442,0.023376623,0.015584416,0.023376623,0.023376623,0.023376623,0.028571429,0.033766234,0.020779221,0.012987013
13,Dde,229,SI20140608_131019.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056994819,0.028497409,0.020725389,0.023316062,0.020725389,0.018134715,0.002590674,0.005181347,0.002590674,0.002590674,0.005181347,0.002590674,0.015544041,0.041450777,0.012953368,0.018134715,0.005181347,0.005181347,0.015544041,0.046632124,0.020725389,0.015544041,0.012953368,0.002590674,0,0.010362694,0.020725389,0.064766839,0.033678756,0.051813472,0.031088083,0.031088083,0.015544041,0.018134715,0.07253886,0.005181347,0.005181347,0.015544041,0.007772021,0.005181347,0.002590674,0.005181347,0.002590674,0.002590674,0.005181347,0.005181347,0.002590674,0.002590674,0.002590674,0.005181347,0.002590674,0.007772021,0.025906736,0.005181347,0,0.002590674,0.002590674,0.007772021,0.007772021,0.005181347,0.002590674,0.005181347,0.005181347,0.005181347,0.005181347,0.005181347,0.002590674,0.010362694,0.018134715,0.046632124
14,Dde,414,PAM_20160821_142452_885.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011857708,0.001976285,0.007905138,0.023715415,0.019762846,0.02173913,0.100790514,0.084980237,0.057312253,0.0256917,0.023715415,0.035573123,0.049407115,0.02173913,0.003952569,0.003952569,0.015810277,0.0256917,0,0,0.001976285,0,0.001976285,0.003952569,0.051383399,0.007905138,0.005928854,0.001976285,0.007905138,0.007905138,0.003952569,0.001976285,0.005928854,0.003952569,0.005928854,0,0.003952569,0.001976285,0.007905138,0.003952569,0.003952569,0.007905138,0.001976285,0.007905138,0.009881423,0.017786561,0.039525692,0.0256917,0.013833992,0.013833992,0.019762846,0.007905138,0.013833992,0.031620553,0.017786561,0.037549407,0.027667984,0.02173913,0.013833992,0,0,0,0,0,0,0,0
15,Dde,202,PAM_20160512_154902_853.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003883495,0.017475728,0.017475728,0.005825243,0.033009709,0.034951456,0.015533981,0.019417476,0.017475728,0.025242718,0.025242718,0.023300971,0.12815534,0.124271845,0.027184466,0.009708738,0.015533981,0.033009709,0.040776699,0.013592233,0.052427184,0.042718447,0.015533981,0.011650485,0.009708738,0.003883495,0.017475728,0.046601942,0.00776699,0.019417476,0.021359223,0.017475728,0.003883495,0.00776699,0.003883495,0,0,0,0,0.011650485,0.013592233,0.021359223,0,0,0,0,0,0,0,0,0,0.001941748,0.001941748,0.001941748,0.009708738,0.005825243,0.019417476,0,0
16,Dde,202,PAM_20160512_154902_853.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007874016,0.019685039,0.011811024,0.027559055,0.029527559,0.023622047,0.021653543,0.021653543,0.023622047,0.039370079,0.051181102,0.029527559,0.053149606,0.023622047,0.096456693,0.045275591,0.047244094,0.019685039,0.035433071,0.013779528,0.007874016,0.007874016,0.023622047,0.031496063,0.025590551,0.035433071,0.033464567,0.043307087,0.033464567,0.037401575,0.021653543,0.00984252,0.005905512,0,0,0,0,0,0,0,0,0,0,0,0.005905512,0.005905512,0.029527559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Dde,202,PAM_20160512_154902_853.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005870841,0.009784736,0.007827789,0.009784736,0.001956947,0.003913894,0.001956947,0.003913894,0.003913894,0.005870841,0,0,0,0.003913894,0.007827789,0.072407045,0.021526419,0.011741683,0,0.001956947,0.035225049,0.064579256,0.080234834,0.054794521,0.078277886,0.033268102,0.091976517,0.070450098,0.054794521,0.025440313,0.04109589,0.011741683,0.011741683,0.005870841,0.019569472,0.045009785,0.037181996,0.005870841,0.005870841,0.011741683,0.009784736,0.01369863,0.015655577,0.001956947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Dde,202,PAM_20160512_154902_853.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013645224,0,0.035087719,0.037037037,0.011695906,0.011695906,0.021442495,0.023391813,0.019493177,0.023391813,0.019493177,0.005847953,0.013645224,0.027290448,0.009746589,0.015594542,0.007797271,0.025341131,0.019493177,0.011695906,0.038986355,0.021442495,0.091617934,0.132553606,0.109161793,0.037037037,0.038986355,0.044834308,0.021442495,0.015594542,0,0,0,0,0,0,0,0,0,0,0.009746589,0.009746589,0.007797271,0.019493177,0.003898635,0,0,0,0,0,0,0,0.005847953,0.003898635,0.005847953,0.005847953,0.003898635,0.007797271,0.011695906,0,0
19,Dde,202,PAM_20160512_154902_853.wav,0,0,0,0,0,0,0,0,0,0,0,0.017509728,0.011673152,0.009727626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021400778,0.06614786,0.054474708,0.058365759,0.089494163,0.023346304,0.03307393,0.025291829,0.027237354,0.031128405,0.036964981,0.025291829,0.036964981,0.029182879,0.009727626,0.009727626,0.009727626,0.011673152,0.011673152,0.023346304,0.013618677,0.011673152,0.013618677,0.015564202,0.056420233,0.070038911,0.015564202,0.019455253,0.060311284,0.025291829,0.011673152,0.013618677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Dde,186,PAM_20200811_073600_001.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022959184,0.017857143,0.012755102,0.005102041,0,0,0.017857143,0.022959184,0.007653061,0.005102041,0.022959184,0.068877551,0.015306122,0.040816327,0.030612245,0.010204082,0.005102041,0.005102041,0.007653061,0.005102041,0.066326531,0,0.007653061,0.005102041,0.007653061,0.010204082,0.038265306,0.071428571,0.081632653,0.071428571,0.030612245,0.038265306,0.022959184,0.022959184,0.015306122,0.020408163,0.035714286,0.028061224,0.007653061,0.015306122,0.005102041,0,0,0,0.005102041,0.00255102,0.00255102,0,0.00255102,0.007653061,0.00255102,0.005102041,0.005102041,0.007653061,0.00255102,0.005102041,0.005102041,0.005102041,0.005102041,0.007653061,0.00255102,0,0,0,0,0,0,0,0,0
21,Dde,202,PAM_20160512_154902_853.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011787819,0.017681729,0.009823183,0.00589391,0.015717092,0.011787819,0.003929273,0.003929273,0.001964637,0.037328094,0.035363458,0.023575639,0.015717092,0.029469548,0.019646365,0.013752456,0.027504912,0.05108055,0.039292731,0.078585462,0.055009823,0.017681729,0.023575639,0.011787819,0.019646365,0.04518664,0.025540275,0.025540275,0.029469548,0.017681729,0.029469548,0.009823183,0.003929273,0.021611002,0.025540275,0.043222004,0.009823183,0.007858546,0.007858546,0.00589391,0.001964637,0.001964637,0.003929273,0.011787819,0.021611002,0.007858546,0,0,0,0,0,0,0,0.011787819,0.021611002,0.003929273,0,0.007858546,0.015717092,0,0,0,0
22,Dde,202,PAM_20160512_154902_853.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007968127,0,0.005976096,0.011952191,0.013944223,0,0,0,0.001992032,0.005976096,0.019920319,0.011952191,0.023904382,0.021912351,0.037848606,0.035856574,0.03187251,0.017928287,0.021912351,0.045816733,0.065737052,0.06374502,0.057768924,0.053784861,0.033864542,0.021912351,0.017928287,0.017928287,0.035856574,0.021912351,0.047808765,0.083665339,0.033864542,0.013944223,0.013944223,0.035856574,0.021912351,0.007968127,0.005976096,0.001992032,0.001992032,0.003984064,0.001992032,0.003984064,0,0.007968127,0.003984064,0.001992032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Dde,199,PAM_20200918_095518_750.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02278481,0.02278481,0.058227848,0.086075949,0.065822785,0.126582278,0.050632911,0.04556962,0.04556962,0.043037975,0.025316456,0.017721519,0.035443038,0.030379747,0.005063291,0.017721519,0.007594937,0.005063291,0.010126582,0,0.002531646,0,0.010126582,0.010126582,0.012658228,0.012658228,0.017721519,0.04556962,0.02278481,0.007594937,0.005063291,0.048101266,0.010126582,0.002531646,0,0,0,0,0,0,0.020253165,0.050632911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Dde,414,PAM_20160821_142452_885.wav,0.035864979,0.025316456,0.063291139,0.008438819,0.016877637,0.008438819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010548523,0.048523207,0.012658228,0.004219409,0.004219409,0.021097046,0.014767932,0.014767932,0.02742616,0.042194093,0.029535865,0.016877637,0.044303797,0.010548523,0.025316456,0.023206751,0.016877637,0.023206751,0.004219409,0.004219409,0.010548523,0.006329114,0.002109705,0,0,0.002109705,0.002109705,0.006329114,0.004219409,0.006329114,0.002109705,0,0.002109705,0.002109705,0,0.002109705,0,0.004219409,0.004219409,0.012658228,0.018987342,0.008438819,0.006329114,0.006329114,0.010548523,0.006329114,0.006329114,0.006329114,0.016877637,0.010548523,0.02742616,0.029535865,0.02742616,0.014767932,0.018987342,0.048523207,0.018987342,0.021097046,0.010548523,0.010548523,0.014767932,0.004219409,0.002109705,0.002109705,0.010548523,0.006329114,0.008438819,0,0
25,Dde,202,PAM_20160512_154902_853.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001996008,0.00998004,0.011976048,0.03992016,0.027944112,0.013972056,0.03992016,0.01996008,0.007984032,0.01996008,0.00998004,0.007984032,0.001996008,0,0.077844311,0.031936128,0.021956088,0.057884232,0.007984032,0.025948104,0.069860279,0.103792415,0.033932136,0.021956088,0.02994012,0.031936128,0.083832335,0.045908184,0.025948104,0.007984032,0.007984032,0.003992016,0.013972056,0.00998004,0.015968064,0,0,0,0,0,0,0.005988024,0.003992016,0.001996008,0,0.001996008,0.005988024,0.021956088,0.013972056,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Dde,414,PAM_20160821_142452_885.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004016064,0.042168675,0.044176707,0.006024096,0,0,0,0.004016064,0.040160643,0.062248996,0.034136546,0.018072289,0.018072289,0.006024096,0,0,0,0.010040161,0.004016064,0,0.002008032,0,0,0.006024096,0.024096386,0.022088353,0.032128514,0.022088353,0.008032129,0.010040161,0.054216867,0.050200803,0.084337349,0.03815261,0.032128514,0.040160643,0.032128514,0.010040161,0.010040161,0.004016064,0.006024096,0.004016064,0.006024096,0.002008032,0,0.004016064,0.006024096,0.008032129,0.004016064,0.002008032,0,0,0,0,0,0.016064257,0.034136546,0.024096386,0.022088353,0.022088353,0.010040161,0,0.018072289,0.032128514,0.004016064,0,0,0,0,0
27,Dde,202,PAM_20160512_154902_853.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009861933,0.015779093,0.007889546,0.007889546,0.017751479,0.049309665,0.027613412,0.027613412,0.021696252,0.009861933,0.00591716,0.003944773,0.001972387,0.009861933,0.021696252,0.01183432,0.035502959,0.035502959,0.069033531,0.053254438,0.094674556,0.134122288,0.110453649,0.033530572,0.031558185,0.037475345,0.013806706,0.003944773,0,0,0,0,0,0,0,0,0,0,0.009861933,0.009861933,0.007889546,0.019723866,0.003944773,0,0,0,0,0,0,0,0.00591716,0.003944773,0.00591716,0.00591716,0.003944773,0.007889546,0.01183432,0,0
28,Dde,414,PAM_20160821_142452_885.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012024048,0.022044088,0.01002004,0.032064128,0.024048096,0.022044088,0.018036072,0.03006012,0.166332665,0.028056112,0.034068136,0.036072144,0.02004008,0.02004008,0.01002004,0.012024048,0.008016032,0.002004008,0.022044088,0.028056112,0.002004008,0.006012024,0.002004008,0,0,0,0,0,0.004008016,0.004008016,0.006012024,0.002004008,0.004008016,0.002004008,0.008016032,0.02004008,0.014028056,0.01002004,0.024048096,0.03006012,0.022044088,0.0501002,0.03006012,0.022044088,0.062124248,0.032064128,0.016032064,0.004008016,0.012024048,0.01002004,0.022044088,0.022044088,0,0,0,0,0,0,0,0,0,0
29,Dde,202,PAM_20160512_154902_853.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005940594,0.001980198,0.001980198,0.021782178,0.023762376,0.035643564,0.031683168,0.061386139,0.057425743,0.033663366,0.025742574,0.017821782,0.00990099,0.007920792,0.007920792,0.007920792,0.005940594,0.013861386,0.047524752,0.045544554,0.03960396,0.069306931,0.069306931,0.03960396,0.126732673,0.051485149,0.00990099,0.005940594,0.005940594,0.003960396,0.001980198,0.003960396,0.001980198,0.005940594,0.003960396,0.007920792,0.007920792,0.003960396,0.001980198,0.003960396,0.00990099,0.001980198,0.015841584,0.007920792,0.007920792,0.015841584,0.00990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Dde,202,PAM_20160512_154902_853.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005976096,0,0.021912351,0.001992032,0.021912351,0.011952191,0.015936255,0.003984064,0.017928287,0.021912351,0.035856574,0.023904382,0.025896414,0.053784861,0.083665339,0.065737052,0.073705179,0.057768924,0.035856574,0.027888446,0.019920319,0.019920319,0.035856574,0.021912351,0.049800797,0.083665339,0.033864542,0.013944223,0.013944223,0.035856574,0.021912351,0.007968127,0.005976096,0.001992032,0.001992032,0.003984064,0.001992032,0.003984064,0,0.007968127,0.003984064,0.001992032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Ggr,497,Grampus_OH_96_T3.wav,0,0,0,0,0,0.007633588,0.010178117,0.022900763,0.048346056,0,0,0,0,0,0,0,0,0.002544529,0.03562341,0,0,0,0,0,0,0,0,0.002544529,0.010178117,0.005089059,0.012722646,0.007633588,0.012722646,0,0,0,0,0,0.025445293,0.03562341,0.053435115,0.061068702,0.076335878,0.012722646,0.027989822,0.030534351,0.020356234,0.012722646,0.005089059,0.002544529,0.002544529,0.002544529,0.010178117,0.020356234,0.03307888,0.027989822,0.043256997,0.063613232,0.066157761,0.038167939,0.03562341,0.03307888,0.022900763,0.002544529,0,0,0,0,0,0,0,0,0,0,0,0.010178117,0.007633588,0.007633588,0.012722646,0.007633588,0.010178117,0,0,0,0,0,0,0,0,0
32,Ggr,600,Grampus_OH_96_T2.wav,0,0,0,0,0,0.007633588,0.010178117,0.022900763,0.048346056,0,0,0,0,0,0,0,0,0.002544529,0.03562341,0,0,0,0,0,0,0,0,0.002544529,0.010178117,0.005089059,0.012722646,0.007633588,0.012722646,0,0,0,0,0,0.025445293,0.03562341,0.053435115,0.061068702,0.076335878,0.012722646,0.027989822,0.030534351,0.020356234,0.012722646,0.005089059,0.002544529,0.002544529,0.002544529,0.010178117,0.020356234,0.03307888,0.027989822,0.043256997,0.063613232,0.066157761,0.038167939,0.03562341,0.03307888,0.022900763,0.002544529,0,0,0,0,0,0,0,0,0,0,0,0.010178117,0.007633588,0.007633588,0.012722646,0.007633588,0.010178117,0,0,0,0,0,0,0,0,0
33,Ggr,242,PAM_20200918_124800_000.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002525253,0,0.017676768,0.068181818,0.035353535,0.03030303,0.04040404,0.035353535,0.025252525,0.022727273,0.012626263,0.002525253,0,0.002525253,0,0.012626263,0.025252525,0.04040404,0.058080808,0.095959596,0.022727273,0.037878788,0.058080808,0.047979798,0.047979798,0.045454545,0.032828283,0.037878788,0.02020202,0.01010101,0.02020202,0.012626263,0.012626263,0.007575758,0.007575758,0.005050505,0.002525253,0.007575758,0.012626263,0.005050505,0.012626263,0.005050505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Ggr,242,PAM_20200918_124800_000.wav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04040404,0.037878788,0.017676768,0.035353535,0.012626263,0,0,0,0.007575758,0.065656566,0.055555556,0.042929293,0.002525253,0.02020202,0.032828283,0.015151515,0.04040404,0.007575758,0.012626263,0.01010101,0.01010101,0.017676768,0.027777778,0.027777778,0.055555556,0.078282828,0.053030303,0.027777778,0.035353535,0.042929293,0.042929293,0.037878788,0.04040404,0.015151515,0.022727273,0.005050505,0.002525253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
