id,source_file,timestamp,density,group,species,1,2,3,4,5,6,7
103,C:/Users/TristanKleyn/Downloads/ecotypeClassification/binary/Binaries_20240915/10MIN/WINDOWS_20240915.csv,18:26.8,5.210112,8,SRKW,0.037935894,0.34499294,0.2002361,0.05401543,0.012323473,0.1894919,0.16100429
104,C:/Users/TristanKleyn/Downloads/ecotypeClassification/binary/Binaries_20240915/10MIN/WINDOWS_20240915.csv,18:30.8,7.606272,8,SRKW,0.039396424,0.3287323,0.21585032,0.04592577,0.008604325,0.25884223,0.10264864
105,C:/Users/TristanKleyn/Downloads/ecotypeClassification/binary/Binaries_20240915/10MIN/WINDOWS_20240915.csv,18:34.8,9.621504,8,SRKW,0.053164188,0.31207016,0.19494113,0.06760018,0.013670653,0.23449849,0.12405527
106,C:/Users/TristanKleyn/Downloads/ecotypeClassification/binary/Binaries_20240915/10MIN/WINDOWS_20240915.csv,18:38.8,6.61504,8,SRKW,0.029797755,0.33640406,0.21475776,0.037332498,0.007610621,0.2746877,0.09940958
107,C:/Users/TristanKleyn/Downloads/ecotypeClassification/binary/Binaries_20240915/10MIN/WINDOWS_20240915.csv,18:42.8,6.008832,8,SRKW,0.037166175,0.29562354,0.20018156,0.058742113,0.010637405,0.22559896,0.17205016
108,C:/Users/TristanKleyn/Downloads/ecotypeClassification/binary/Binaries_20240915/10MIN/WINDOWS_20240915.csv,18:46.8,4.153344,8,SRKW,0.046046134,0.28047204,0.24137788,0.06696055,0.012845328,0.23996127,0.11233682
109,C:/Users/TristanKleyn/Downloads/ecotypeClassification/binary/Binaries_20240915/10MIN/WINDOWS_20240915.csv,19:26.8,9.265152,8,SRKW,0.032596223,0.33007127,0.21264762,0.042746976,0.008373606,0.27362105,0.09994335
110,C:/Users/TristanKleyn/Downloads/ecotypeClassification/binary/Binaries_20240915/10MIN/WINDOWS_20240915.csv,19:30.8,5.492736,8,SRKW,0.031774748,0.31170553,0.22181943,0.038267802,0.009256564,0.27198303,0.11519293
111,C:/Users/TristanKleyn/Downloads/ecotypeClassification/binary/Binaries_20240915/10MIN/WINDOWS_20240915.csv,19:34.8,6.67648,8,SRKW,0.03961525,0.35280257,0.20026591,0.047829587,0.008820715,0.28361213,0.067053795
112,C:/Users/TristanKleyn/Downloads/ecotypeClassification/binary/Binaries_20240915/10MIN/WINDOWS_20240915.csv,19:38.8,1.916928,8,SRKW,0.023543274,0.28107223,0.13163267,0.04789691,0.005355016,0.2676819,0.24281798
