id,filename,region,class,index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
1,boston01.png,NorthAmerica,residential,39,0.014567901,0.016296296,0.015432099,0.017037037,0.014197531,0.012222222,0.009135802,0.01,0.010617284,0.009876543,0.008024691,0.005061728,0.009012346,0.01037037,0.010864198,0.011851852,0.013580247,0.01382716,0.015679012,0.016666667,0.016666667,0.016666667,0.017283951,0.014567901,0.014814815,0.01037037,0.009382716,0.010246914,0.008395062,0.008765432,0.008765432,0.01037037,0.011975309,0.011111111,0.01,0.011975309,0.012345679,0.015802469,0.015185185,0.015185185,0.016296296,0.016790123,0.017037037,0.018888889,0.01962963,0.014320988,0.012469136,0.010740741,0.010987654,0.012469136,0.014938272,0.016296296,0.01654321,0.018641975,0.019382716,0.02037037,0.020123457,0.019382716,0.010987654,0.010493827,0.011851852,0.013209877,0.014814815,0.013580247,0.013580247,0.014691358,0.014938272,0.017777778,0.022222222,0.02037037,0.017037037,0.014938272
2,boston01.png,NorthAmerica,residential,35,0.01179821,0.008950366,0.008814755,0.008814755,0.009221589,0.011391375,0.014917277,0.014239219,0.013696772,0.011933822,0.011662598,0.015459723,0.016951451,0.017222674,0.016137781,0.014917277,0.014646054,0.012069433,0.013289938,0.012340656,0.013967996,0.014239219,0.013289938,0.00840792,0.011391375,0.011662598,0.009628424,0.009764036,0.010442094,0.00840792,0.008543531,0.010035259,0.013967996,0.013154326,0.01600217,0.021697857,0.030512612,0.033496067,0.032546786,0.019799295,0.015730947,0.012747491,0.011933822,0.014239219,0.015052889,0.013696772,0.00501763,0.010035259,0.010577705,0.012747491,0.01261188,0.012883103,0.008950366,0.008543531,0.011255763,0.011526987,0.01261188,0.013832384,0.0151885,0.015866558,0.01600217,0.016273393,0.017765121,0.01939246,0.018714402,0.016815839,0.015324112,0.013425549,0.010442094,0.014510442,0.014781665,0.012069433
3,boston01.png,NorthAmerica,residential,33,0.007921333,0.007921333,0.007921333,0.007511609,0.006692161,0.011472275,0.015296367,0.012428298,0.012701448,0.013794045,0.015569517,0.016115815,0.01625239,0.016935264,0.016115815,0.014476919,0.012564873,0.009423655,0.009560229,0.013384321,0.014750068,0.015569517,0.011062551,0.010789402,0.012701448,0.016115815,0.012428298,0.012291724,0.008057908,0.007784758,0.013111172,0.014203769,0.015842666,0.016388965,0.016798689,0.01857416,0.025266321,0.028544114,0.024037148,0.020759355,0.015159792,0.01393062,0.013657471,0.013657471,0.011745425,0.011062551,0.009560229,0.010243103,0.013111172,0.014613494,0.012838022,0.010925977,0.010789402,0.007784758,0.012291724,0.014750068,0.016798689,0.017618137,0.018437585,0.018710735,0.017481562,0.017481562,0.017208413,0.015159792,0.013111172,0.010789402,0.005053264,0.007784758,0.010106528,0.016388965,0.021305654,0.021305654
4,boston01.png,NorthAmerica,residential,55,0.01521112,0.016784684,0.022423289,0.022029898,0.019276161,0.016260163,0.014030947,0.004982953,0.005114083,0.007081039,0.008261212,0.008261212,0.009572515,0.012063992,0.013899816,0.014424338,0.016129032,0.016129032,0.015997902,0.011932861,0.009179124,0.008916863,0.008785733,0.007343299,0.007867821,0.008654603,0.00747443,0.007998951,0.010490427,0.015735641,0.018489378,0.019276161,0.01914503,0.016129032,0.014424338,0.01507999,0.016784684,0.019407291,0.021505376,0.018489378,0.012063992,0.012326252,0.015997902,0.014293207,0.009179124,0.009703645,0.012195122,0.012850774,0.012981904,0.016522423,0.017964857,0.015735641,0.011932861,0.014948859,0.017309205,0.025701547,0.021111985,0.01914503,0.017833727,0.010883819,0.007081039,0.006556517,0.009703645,0.015604511,0.011932861,0.01153947,0.021505376,0.021898767,0.01914503,0.012195122,0.010621558,0.010490427
5,boston01.png,NorthAmerica,residential,29,0.021145713,0.020504934,0.016147636,0.014737921,0.01448161,0.014353454,0.016147636,0.016147636,0.016788415,0.018326285,0.015506856,0.013456363,0.01230296,0.011534025,0.011149558,0.01140587,0.008201974,0.008201974,0.007433039,0.006407792,0.006279636,0.00768935,0.010636935,0.012046649,0.011021402,0.011021402,0.01294374,0.017813661,0.023068051,0.029347687,0.030629245,0.024349609,0.01230296,0.01448161,0.014737921,0.011918493,0.010380623,0.011918493,0.01140587,0.012174805,0.01384083,0.019351531,0.021145713,0.017172882,0.011662181,0.010508779,0.010508779,0.010508779,0.010893246,0.012174805,0.013712675,0.014737921,0.014737921,0.014737921,0.01448161,0.014737921,0.01448161,0.015506856,0.016147636,0.013200051,0.010380623,0.011021402,0.011534025,0.011662181,0.00922722,0.014225298,0.014353454,0.011918493,0.012431116,0.011149558,0.013200051,0.014097142
6,boston02.png,NorthAmerica,residential,56,0.020416966,0.012652768,0.009489576,0.009489576,0.010783609,0.014521927,0.009777139,0.008195543,0.011502516,0.012508986,0.012221423,0.010496046,0.007332854,0.00690151,0.008195543,0.00992092,0.010352265,0.013946801,0.013371675,0.016534867,0.015384615,0.015384615,0.015528397,0.012940331,0.012508986,0.014953271,0.013515457,0.017109993,0.01883537,0.021854781,0.019985622,0.02372394,0.014378145,0.007045291,0.007189073,0.008483106,0.013659238,0.012652768,0.013803019,0.015384615,0.015384615,0.01480949,0.012940331,0.009777139,0.006613947,0.005751258,0.00690151,0.012940331,0.014521927,0.015672178,0.015097052,0.014521927,0.014521927,0.015097052,0.016678648,0.016534867,0.0178289,0.019554277,0.019266715,0.016678648,0.015097052,0.017541337,0.019698059,0.017972682,0.020129403,0.022573688,0.024442847,0.021279655,0.016678648,0.009202013,0.005607477,0.005751258
7,boston02.png,NorthAmerica,residential,3,0.015224832,0.01392659,0.013336481,0.016995161,0.016523073,0.015932964,0.013808568,0.009441756,0.002832527,0.006727251,0.007671427,0.011330107,0.010976042,0.013572524,0.012982415,0.013218459,0.012982415,0.011684173,0.00908769,0.010621976,0.011566151,0.015224832,0.021834061,0.020771864,0.01994571,0.019709666,0.019709666,0.017231205,0.016995161,0.018175381,0.019237578,0.016995161,0.016405051,0.017939337,0.016995161,0.009205712,0.007317361,0.011920217,0.009441756,0.010976042,0.008615603,0.011684173,0.007435383,0.011684173,0.016641095,0.018883512,0.015932964,0.011448129,0.0096778,0.009795822,0.015224832,0.017467249,0.014988788,0.014634722,0.013336481,0.013572524,0.014280656,0.015460876,0.014634722,0.013218459,0.011330107,0.010149888,0.009559778,0.009323734,0.008851646,0.009795822,0.013336481,0.0145167,0.017231205,0.021598017,0.023958456,0.025256698
8,boston02.png,NorthAmerica,residential,3,0.015224832,0.01392659,0.013336481,0.016995161,0.016523073,0.015932964,0.013808568,0.009441756,0.002832527,0.006727251,0.007671427,0.011330107,0.010976042,0.013572524,0.012982415,0.013218459,0.012982415,0.011684173,0.00908769,0.010621976,0.011566151,0.015224832,0.021834061,0.020771864,0.01994571,0.019709666,0.019709666,0.017231205,0.016995161,0.018175381,0.019237578,0.016995161,0.016405051,0.017939337,0.016995161,0.009205712,0.007317361,0.011920217,0.009441756,0.010976042,0.008615603,0.011684173,0.007435383,0.011684173,0.016641095,0.018883512,0.015932964,0.011448129,0.0096778,0.009795822,0.015224832,0.017467249,0.014988788,0.014634722,0.013336481,0.013572524,0.014280656,0.015460876,0.014634722,0.013218459,0.011330107,0.010149888,0.009559778,0.009323734,0.008851646,0.009795822,0.013336481,0.0145167,0.017231205,0.021598017,0.023958456,0.025256698
9,boston02.png,NorthAmerica,residential,30,0.012543644,0.012414328,0.012931592,0.014483383,0.01616449,0.014095435,0.010086642,0.011897065,0.012285012,0.010733221,0.007371007,0.0056899,0.008017587,0.010991853,0.01965602,0.020043967,0.015647226,0.009698694,0.007758955,0.010345274,0.015000647,0.017457649,0.014354067,0.013448856,0.013707487,0.011379801,0.010215958,0.012802276,0.014224751,0.01551791,0.027544291,0.01965602,0.012931592,0.008276219,0.008534851,0.009957326,0.009310746,0.009957326,0.010345274,0.010733221,0.011767749,0.012155696,0.013966119,0.01331954,0.014224751,0.022113022,0.023276865,0.020173283,0.016552438,0.012931592,0.012155696,0.014354067,0.01551791,0.015259278,0.013966119,0.013966119,0.014871331,0.014871331,0.015000647,0.015259278,0.019138756,0.021725074,0.021595758,0.019785336,0.015647226,0.01331954,0.010603905,0.011767749,0.012543644,0.010991853,0.013966119,0.015000647
10,boston02.png,NorthAmerica,residential,34,0.016712454,0.015911172,0.014537546,0.013736264,0.012706044,0.010416667,0.009615385,0.01007326,0.011675824,0.012706044,0.010187729,0.014423077,0.015796703,0.011561355,0.009157509,0.009615385,0.010416667,0.008585165,0.008928571,0.011217949,0.011217949,0.0121337,0.014423077,0.014423077,0.015338828,0.013392857,0.017055861,0.01614011,0.018543956,0.017628205,0.018315018,0.017742674,0.01614011,0.012706044,0.009157509,0.008470696,0.008928571,0.011561355,0.012706044,0.016597985,0.015796703,0.015682234,0.01407967,0.014537546,0.015567766,0.018086081,0.018772894,0.017971612,0.020032051,0.019917582,0.019345238,0.018772894,0.019574176,0.014423077,0.012362637,0.009729853,0.008241758,0.007898352,0.010416667,0.012591575,0.014995421,0.013850733,0.015338828,0.015338828,0.015338828,0.015567766,0.016254579,0.014880952,0.013621795,0.013736264,0.013507326,0.013163919
