id,type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201
47,Melanoma,57.36461119,55.67522505,47.73253727,43.44107756,47.40886209,43.14124151,33.1326975,21.62477774,9.797136931,5.446615126,7.953181275,10.95986531,10.23933503,9.773607735,10.33449462,8.278400633,7.639341982,6.937295971,5.18637976,9.8386981,16.32743432,19.32307546,16.50843603,0.261885232,-9.671266006,1.574288326,3.891049597,-4.468861842,-11.27993736,-8.180027394,-0.904160766,4.845551611,11.42633394,27.92490214,33.89025125,24.86966452,22.08644723,23.51109454,19.48641385,9.16465845,7.9715172,12.86295147,14.93737787,10.46496469,5.27996561,1.733478978,-0.274569261,-0.199966229,-2.171347888,-3.332484943,3.79445543,15.20076678,21.75347471,18.8318103,11.5078736,5.429202182,3.871018044,8.069724268,18.37183098,28.95197248,34.12052345,32.7879533,26.43748196,22.35091005,24.75241837,24.3273671,14.75110422,6.790772121,16.37952735,24.52620938,23.80069119,18.78749175,15.44759249,19.71096711,24.25661118,21.48031521,27.90945905,34.46985791,33.91422853,33.62126072,23.34097883,15.77750539,23.43647428,26.75857637,20.32268381,9.402246147,4.398152286,14.00865349,15.53453963,1.706774963,-0.792750061,3.218343103,5.087724057,3.464331613,4.837924384,16.63576064,30.59857473,32.4170505,30.56287462,25.29361916,16.75747816,11.45860015,10.81983315,12.00157287,12.00552254,10.83997596,7.753216003,4.833612313,6.942971276,16.2502277,17.38012624,10.0557986,10.73450561,8.319063726,7.010139905,15.94272644,29.96128756,30.58557891,20.24892731,11.85072101,6.112611843,13.63369187,29.74107988,36.6813269,30.69829542,23.7216353,20.91463589,16.8680744,17.85339004,16.408866,12.92752003,20.63635262,11.98086882,-4.158613943,-2.049728637,14.42836066,28.25979142,29.79051608,23.5964647,23.02187494,25.18295473,29.99131987,40.3422262,45.3611512,48.36155658,49.13663583,41.46517333,37.80050908,39.47366448,37.72776653,27.89944415,28.04944355,38.56052968,48.33255449,52.05613758,51.56447183,47.94001249,44.53693819,47.77753798,46.95641092,48.31663761,56.52951662,47.60642958,40.29434816,38.95596194,33.12168106,34.89857194,44.23329729,44.31592453,29.81796197,37.11086467,41.98893626,37.88661337,46.60795737,48.26439885,48.80305711,56.62124196,64.7593247,62.65708505,55.62197205,49.31787374,43.44773515,42.42763111,33.11137627,16.62328882,13.93070124,22.09664746,31.52424793,37.77750953,39.47878562,25.72918555,15.85833032,26.5769419,42.99368988,32.85640136,21.64410029,24.25646166,17.92445711,19.46987615,24.99258271,24.99893287
48,Melanoma,109.2437115,99.00432282,100.6296693,108.4742224,107.2313104,86.48170232,63.24927137,48.44167131,37.38818041,26.55601155,25.62868247,34.54288208,27.21454477,14.35232609,11.70809175,17.48072752,10.28073908,-0.864865712,-0.61950973,-1.999634623,8.441702997,23.57724757,11.24434228,-15.22821693,-22.37613723,0.551890219,11.1194075,0.79938046,-6.653487875,11.97424567,16.65072881,12.44152018,24.96149315,39.23250227,44.34060856,46.70194728,58.68699493,60.37813741,41.9878817,24.25826977,48.00091945,62.89683094,35.9238746,-1.455222192,-1.586573538,11.16931656,2.989801596,0.299060138,6.488067317,6.839888081,-4.470567567,8.302654614,28.19315078,22.9156686,-3.569441617,-12.07819902,3.066576628,16.99115975,24.33061352,39.59426699,55.87298977,40.09358498,9.486072835,-12.37138595,-10.28149098,17.22857127,29.38562232,15.25583746,7.945916376,17.28374865,24.3096254,17.58727351,19.2233862,40.12152992,53.68136295,36.63750049,36.69183754,44.38317949,41.74593353,34.7993657,10.51244488,-1.949086157,20.40473303,34.64689001,23.0168742,12.19948408,31.1397697,34.95123695,15.32014251,-0.760131556,10.93572891,13.28001823,4.127939788,4.973367527,14.20714762,26.47305545,41.90998213,60.28083961,66.34707076,51.73095231,33.08991056,39.63165965,50.39984787,53.03626411,48.5913836,39.73042239,40.08880649,43.94160638,39.86320495,44.52466036,34.76157759,17.84217434,31.19628592,32.86458573,32.8623534,52.13211136,70.52946472,73.68345085,55.69331493,30.20516977,32.45154836,58.41156276,90.43053266,107.7419555,87.734105,65.61067352,57.31411436,43.3342375,51.73653078,62.36284488,58.21420501,59.83606374,39.57757875,17.90020642,27.4939148,50.45687327,73.24808833,80.14638561,72.26603267,83.54697263,81.99066484,71.78606027,88.91214076,99.01096693,105.6879694,108.4167329,95.78313645,108.9350597,128.872912,124.4584198,106.5928474,110.1002985,131.0294752,149.7493812,161.5215853,154.2350825,143.6309028,146.3514277,145.5712508,133.3331155,124.976137,126.9424447,106.1477883,70.27743599,56.71830552,74.44617484,65.66484353,87.81882643,116.6519482,80.90753632,69.86015683,71.88104721,71.29749268,88.60132204,112.7726382,137.1011056,147.2357524,135.8451241,140.3570291,130.348676,101.8494081,93.63709054,71.78303553,59.05044033,62.19126456,48.73382915,45.04140973,55.33665206,68.75430679,76.98771276,72.95236991,60.31474705,54.62216507,65.91363805,66.60756912,54.24491344,42.30753745,39.52144282,45.15559571,69.74604819,92.25267594
49,Melanoma,119.5165535,104.9813188,99.92068165,100.4718265,85.75239662,60.78725197,36.72526725,27.41160013,30.32958826,-3.755695212,-40.48445359,-31.02029051,-6.289592381,0.503241149,-7.248471036,-2.244671824,-1.556326095,-1.52634916,9.422769232,21.28066382,41.59849183,61.56705681,51.27461908,9.690780454,-14.14064362,7.544864446,10.50073178,-3.049400404,-3.047907577,20.50964233,27.67995765,32.19650249,66.15846083,108.3432361,133.7455102,117.9878841,62.26032791,47.74449934,55.65671783,42.52042691,53.12810754,53.4289747,32.85661305,28.13464099,29.82456424,32.60849118,43.3198944,67.41821979,72.68761594,59.78087704,64.16133688,88.6409561,105.3319819,95.58249237,75.10237163,55.16497068,51.13005885,70.72898194,93.40499475,124.8083762,155.535685,147.7347369,107.9566523,69.98300577,65.42348588,92.5708798,113.2970697,91.82695577,36.91228244,34.30966772,73.47152669,93.46648198,75.03160586,66.53335582,86.65263495,115.3965116,142.8628657,139.6666555,114.4799539,112.7795074,94.58013687,61.44987458,47.25313009,59.44561542,65.93518626,61.89922365,70.39889107,80.76829503,44.29905456,-17.06536397,-2.671537622,40.8147895,70.53112243,78.65646602,72.6339782,86.77546141,104.7779647,89.37563791,89.21472963,75.70319836,47.7167671,66.33525283,77.76444433,87.12516281,104.2091201,65.03751165,6.973319138,-5.96618522,33.21185598,32.36461702,4.179346994,-16.34518481,-24.80200639,-6.147265195,29.22466033,55.9399604,59.39337698,60.76480271,57.94799147,50.83376138,76.90081539,108.6962107,144.6615282,186.6025956,151.9551089,107.5629487,96.89400389,79.32728521,91.18905949,90.83488245,54.14471477,37.21628147,19.95394279,2.502289628,6.719778057,36.71974673,66.45049454,86.16695738,103.6963301,121.8433379,153.2886724,181.2354737,181.0440934,186.6510366,199.9947436,208.4862923,204.0826388,179.7524374,152.3520171,135.6488219,126.9932882,137.7504873,153.7669233,163.6996331,182.4448965,202.8013201,216.9112426,230.893545,256.9549769,256.9282418,207.3051968,137.4731812,114.1691232,105.2471246,96.11205682,106.1560858,131.6571098,182.8363759,220.3223447,195.4260756,158.2994262,132.8247035,107.0189642,83.085775,127.7482234,168.3241151,170.9017507,182.9971484,171.2757236,168.9282635,184.9726873,175.4942795,150.704283,133.5385324,118.2160505,83.47342473,62.44957448,56.08419205,62.98493227,91.6949912,115.0319727,149.1494089,187.3082424,176.6922523,114.6277773,63.05148979,71.83755082,123.5622635,154.7150098,170.2324249,169.0511283
50,Melanoma,25.32721169,20.81379774,18.99416789,19.06659021,17.16771591,14.24794551,11.43883015,9.705324084,9.198812315,8.044189613,6.833909645,6.023981179,3.477730418,2.271953418,2.085313566,-1.012504251,-3.002932298,-1.333915032,1.879304937,1.236097815,0.897997926,2.973896649,3.440483123,1.487947169,-0.676309825,-0.537177878,1.426471651,1.405542004,-0.78275146,-0.932826825,0.45796368,0.580143272,-0.283082994,3.714478162,5.040879511,2.4034923,3.636182634,2.095033173,0.851183588,4.003086573,3.120355625,1.372823566,0.982874177,-0.338736095,0.57953401,1.863391701,1.974695257,5.118070101,7.313021829,7.121780138,7.017035416,5.462993455,5.363342986,7.553443336,6.873444557,5.828046726,5.7121714,5.880065727,8.19772555,10.46699817,11.78803941,14.2205072,13.91146065,11.40206145,10.72330753,13.20352846,14.58371142,13.32978735,12.2984328,11.58594699,11.94701416,13.18740381,12.9867551,12.20335578,12.18709994,13.06003625,13.43307321,13.70730968,14.44027629,14.91408114,13.66836874,11.76713513,10.80602171,10.20256813,10.39686544,9.74923071,6.68928541,5.478620239,3.923808139,0.820465695,0.050604361,0.366566322,0.822573639,1.723611276,3.052551079,2.497831126,2.005152374,4.556561967,4.0477421,2.146530276,1.866741376,2.177115603,2.738256988,1.952193904,-0.165489643,-0.286496216,-1.103614389,-1.200438003,2.396212721,4.053114652,2.115987288,4.654335126,16.63872446,10.92073308,-0.195578742,0.411810794,0.698452054,1.146689794,2.063148482,2.561825519,4.728947105,7.03169011,8.4935969,8.723994047,5.443199708,4.174448646,6.650386702,7.504171995,6.309513735,5.35288894,4.867124089,2.128807339,-0.555749523,-0.269517148,2.030088631,1.559848987,2.970443812,4.905533803,4.176503967,7.200146536,6.951053617,3.385445015,4.330450485,6.443643779,7.568877512,7.344681391,6.408119521,6.604995506,6.5541836,5.685897729,5.614494227,3.732221929,3.357171391,5.920469908,5.655307426,5.709546149,7.749846547,9.330319689,7.486338075,6.871681477,6.896720714,4.908898674,4.515056965,2.793106045,1.518526717,3.790591012,3.719679206,4.520663383,7.014128147,7.226956476,4.773860239,4.166767378,5.917971567,6.705537551,8.048899109,8.353536714,7.140835796,6.482168744,6.741631838,6.927607824,6.942094493,7.382706622,6.724987978,6.44326089,6.59540414,5.231849579,4.84516707,4.486397632,3.459511487,3.560971084,4.889789797,5.302610036,4.601386223,4.539366197,2.812851534,4.371988571,7.003593285,2.256383074,2.845761644,5.183238435,5.823205902
51,Melanoma,109.1193048,118.4330586,118.6066648,98.85836226,63.77600709,39.33269929,33.37653252,30.3151668,12.24131742,3.941056013,12.60182017,28.85977757,42.41798914,40.3764856,35.72445356,48.37783344,28.27892924,-8.047440333,-18.78690861,-16.51614255,5.44570112,27.33675806,10.23256575,-4.911946532,3.880610389,23.74929543,28.51724913,19.22196514,6.234430356,-2.733549955,0.2476023,16.81940634,40.74935791,59.34987297,62.00611729,50.86936399,41.55523548,47.96645842,57.97401706,55.82096116,50.40267844,45.93339868,37.32949506,20.66993384,14.8022322,7.650077168,-11.58159574,-15.22642597,10.78879996,37.02914549,27.76523939,28.64026534,40.5059003,41.43842776,30.29781859,25.8415004,26.88842127,22.46309304,27.90154834,32.34694646,28.76519778,31.51674072,41.91904205,41.53565916,27.87106322,41.89847121,47.24002316,36.6179525,47.41366769,47.60525317,47.27430428,54.47360301,34.63092661,29.43771877,44.41452127,50.0545292,60.02915586,62.54398925,45.99357618,25.83446896,39.67409418,66.96069617,71.36956608,66.36016802,63.61217385,60.44489721,51.80508678,51.33577427,30.92754479,-4.918181824,1.365440849,24.52157745,41.3505214,51.02707537,60.47945588,62.07483918,66.36643064,86.66084738,89.5952663,87.8049025,79.74429805,35.70245893,13.9215081,31.03565483,53.47744682,46.40452633,37.92130763,27.5701886,-2.823233524,-16.98170411,-17.88868277,-1.213007866,38.74384683,23.2082516,-6.445966219,10.87035041,45.51693017,60.56492643,54.63382784,55.4998553,82.63746641,83.41076168,68.22387239,87.70455431,96.8633689,92.159111,82.25662049,67.61516161,66.50990834,60.05880134,46.08143478,57.59075618,49.49082177,27.02161948,24.57156982,35.72244995,23.57117132,5.236614446,21.1521106,53.89454525,92.69558687,112.2947111,99.66185294,111.535491,131.2278243,120.8537751,82.85344788,72.4296303,79.18451581,78.41462657,78.70895728,85.04077215,120.894558,166.6781329,151.2289905,133.7181037,127.9800047,122.0484308,139.6548606,123.2910144,81.9149071,67.00163107,67.97890726,57.06400068,48.82036095,64.3187562,68.61188329,111.6044834,157.8360565,126.6649391,91.54564314,75.75200408,77.41575825,97.64666175,127.969502,136.7103263,127.7811065,135.0249531,142.029593,143.3651611,124.5563682,85.06687551,104.2831834,108.991686,59.60767343,35.71488167,55.56891595,76.85115912,73.76691423,66.56493371,66.34991964,91.25244632,120.3947807,101.531993,53.34980552,19.65355938,22.0679262,44.72636474,65.19885499,92.80048964,126.923015
52,Melanoma,87.87643257,95.28987146,115.4286434,117.806646,93.19557797,80.19158908,63.91889593,35.35595519,14.55445928,26.84612641,52.93791747,60.36418323,47.38485514,29.30526872,22.92074502,33.76341857,44.03290204,42.79745711,29.79575118,12.38754115,12.10445591,26.64413875,30.76526692,35.55903452,34.05559741,16.02338917,-1.663691308,-22.14639514,-31.39553512,-7.613150092,-5.451163401,-1.674704273,40.7021286,60.5060734,34.12978224,8.615803506,43.49447513,50.26976702,24.14681658,15.97528747,28.70689169,33.49939434,25.67217875,25.30292567,16.54206719,11.48827506,22.16551235,28.97762379,48.25179173,70.18140657,66.84559606,66.48510204,69.39925342,62.7111029,45.39770017,14.04399881,-9.441809975,2.328444108,34.5740795,71.9992777,95.96153704,88.33446196,65.10004573,44.97318294,43.45196481,69.02422412,73.9551331,53.79647815,54.8593156,57.49327066,40.51183021,12.39449102,9.079241884,23.82487117,43.79592802,62.29807251,71.06322985,69.06257682,63.84296671,65.39216386,69.54411764,74.5434154,84.81334849,101.6531774,89.46176333,63.36012558,65.13040709,49.710018,14.06272908,-20.32669775,-35.03941996,-6.026510964,21.2276113,9.20587373,18.52303701,48.22940781,72.29570107,81.2458496,100.159443,103.9344222,74.45602267,40.90634462,36.69160183,57.05980089,77.89517518,87.82511644,83.9232977,71.04365662,60.06355998,61.86866822,67.90957722,65.97183756,55.06902042,50.64144815,58.83695717,71.00796864,73.61090176,77.69494208,70.97577167,55.76379141,84.3479107,101.945256,93.60253526,97.11058674,99.63914568,98.31936335,97.94497873,98.24233815,87.19510235,73.25323087,84.40427216,129.4721931,115.3566359,66.89668261,55.53003687,64.66705174,86.93877788,103.6954977,100.7713718,98.96783546,96.02234895,91.29101512,97.04203654,121.9532747,131.8720148,109.8618386,82.36619739,76.00089489,82.79578894,86.82467514,86.41768849,80.97819746,65.98817518,61.84999684,103.7780427,122.6751635,118.2547465,128.9342679,142.581388,149.3191247,156.5815171,163.7928239,144.8328541,138.4915569,134.3620897,97.19335757,71.59118583,88.12916353,114.0825327,102.744593,92.1361717,105.4724217,125.2946587,129.8888166,152.9680629,163.3295367,159.0467285,176.7702615,180.0858012,171.8905189,153.3550055,122.2098933,137.4343343,143.0802224,116.790746,110.4444312,72.3655928,49.24718716,65.10931172,61.49207857,39.51078859,35.19870525,65.59104122,93.98472438,52.90128542,30.14154252,59.62251952,51.12744815,43.35947609,41.70631618,51.29542304
53,Melanoma,51.525871,47.34245718,48.97825208,49.76051631,45.98586595,41.85655175,34.94920951,23.76527551,12.5503232,11.00707695,13.33996885,11.08509495,9.056015768,7.988043661,7.96902913,8.758452742,4.537303052,-1.35828089,-2.976559902,-1.646543077,8.19195012,20.3381302,16.77858477,-0.145120119,-8.276112467,2.740357126,4.082728397,0.120602915,0.591135557,3.396764386,6.857896158,11.26136795,19.8737525,35.53242217,36.87247684,23.47286051,21.3955457,26.24742445,21.3228867,10.38897596,29.77450123,41.57731342,26.60522141,12.17665002,5.622594677,-2.225218003,-12.07839692,-3.395355129,10.26930043,11.87442416,2.835656545,7.500277505,14.86827664,12.39948166,13.73804498,8.254436117,-2.249358233,-2.887489886,8.306600084,20.77435271,24.4801574,18.49667786,8.664275554,2.272040545,3.966361847,12.39057649,20.84671249,19.18586894,5.640734586,6.722072469,14.7817095,12.93099342,9.585957958,18.2209852,28.21475311,23.99085975,27.43237296,31.41039535,25.3048158,15.36978766,8.80379766,8.010165005,11.68468847,16.45944533,12.65425584,2.701731557,-1.361757436,0.38736569,-0.75182047,-2.252698298,9.438945158,16.09170062,13.20584732,9.450852342,8.748378696,12.5437701,16.76991823,19.96786779,34.95771456,37.44871246,18.59835412,7.732097152,6.19346374,7.677537779,7.869636926,6.416992128,2.992224174,-0.72447843,-1.383738026,2.59136928,3.981150222,-0.622321147,-4.611834454,1.142776055,11.1762628,18.19745037,23.66003526,23.3971067,15.81230816,8.236282774,14.65177166,25.87134911,36.20612312,43.78897643,34.33726081,30.60055024,32.76640351,16.61734708,19.67491779,23.47554342,14.02806187,21.66601572,14.49076843,0.398603164,3.463291862,10.25518846,15.62101375,19.36696012,22.07192351,23.80527643,23.95108642,25.21153392,31.01609186,38.508342,49.09870868,53.25449718,41.54920901,45.1837818,47.02150251,37.23986258,43.14867295,48.83239907,55.35767978,66.76209632,69.7131072,67.47508807,66.29092327,67.43254308,65.34521103,53.31866631,41.4768701,41.60173723,43.18953386,38.19306493,32.10590259,31.56809949,27.48459771,31.95369549,37.63887391,34.54736083,56.61191748,57.37955941,35.27302898,41.75949636,54.67893095,61.67403234,62.58109819,60.53036527,59.9679821,59.70630204,53.28423498,37.68184696,26.78227484,26.44667906,29.59407872,27.55096097,31.13746235,36.40516195,38.45763771,40.90774125,41.57828132,34.40241411,25.16973698,26.22306649,22.27289249,12.59391116,8.907593832,18.60508828,28.9139672,29.94314905,24.13553379
54,Melanoma,132.7899334,138.3511942,150.1463285,145.188981,110.3931721,76.23638411,55.51493618,40.67553029,21.76593716,20.25335701,43.10156992,71.21722504,68.72327581,40.64891852,23.46474888,42.80542101,37.40861403,11.86698325,-1.003186956,-16.76647276,-7.454237281,20.43357234,19.18516869,15.25184828,23.91449552,30.43788003,7.756690893,-20.4766124,-26.07246175,-9.548117612,0.494945038,19.03640043,61.74879384,83.89353583,80.81259719,69.36600672,60.69601173,39.39553615,18.9652127,24.66397095,52.52710575,55.16022198,26.79782554,11.10605742,12.41267701,23.80227857,31.83064648,23.71030104,33.13666953,57.18994248,60.69151804,62.58192926,69.00531642,63.89194633,30.61006721,14.73934664,12.04011323,-2.744884025,28.06362611,80.51798891,99.89222654,70.27675936,47.07449775,42.09215364,41.51143427,61.51892546,64.19671671,51.45550465,65.04777636,59.88958799,37.51124699,22.79901188,16.4516374,24.79043462,55.48925203,95.68433797,96.45138836,92.32165597,88.83956751,40.05149358,34.71668652,75.79996108,107.211441,115.4725707,100.5930649,81.6246192,74.2502666,47.63789534,-3.382504434,-45.48729499,-35.00807853,-0.258917126,19.00750892,13.78852186,19.58583658,47.74979938,83.74940697,105.518495,112.5548557,121.4016807,113.7759786,55.24337887,41.71813208,79.88889754,113.318842,121.1243471,107.616607,78.0316088,46.53110984,51.36865663,66.55706838,72.9118935,79.41908393,56.89124445,31.5169485,42.37441221,83.50815721,110.1477594,103.6853842,84.4218771,86.64196018,92.09714387,101.1077776,122.7329711,113.2618046,106.8759239,120.4508114,119.9102785,113.4725583,102.7049927,90.02159234,86.35784167,83.30204827,81.85559704,90.09994265,107.6160433,117.7890474,117.6398348,114.5940586,108.7668136,116.3976945,129.2370275,132.7153028,163.764951,192.5913385,172.847081,107.02706,74.50065157,86.13624449,101.9701888,93.66529079,99.53424887,117.6724669,131.0161593,146.9199855,154.6355645,153.3637195,151.4082857,153.2644888,159.0349615,166.689997,170.1466499,162.1730322,161.7530595,156.4394784,123.8035744,94.14513289,89.27027442,99.92700473,107.0640043,120.1851192,122.2736771,126.7710017,162.1320758,185.8480029,176.64278,175.7711476,221.8511096,221.5792654,196.6565872,177.5638099,150.0472738,148.1814264,147.4821065,118.8206068,79.7615647,75.65427359,78.01794082,62.34051613,50.93416026,47.05487533,58.07926385,81.06409941,90.37864979,56.42879575,36.07402231,58.60984397,73.43235761,64.01040811,66.43929787,106.1883463
55,Melanoma,32.9745973,27.95830321,26.02562398,27.22464923,27.11188882,19.83747781,15.80203683,15.16997849,8.033814391,2.418915943,2.477973095,4.814237076,2.570509648,-1.196101268,-1.827535859,0.676562686,-0.177327216,-2.969519205,-2.796316379,0.16983569,7.169116768,13.23211188,9.034302786,-1.042897447,-5.153477054,1.330080197,4.437319097,1.390411257,-2.707856924,-2.235167931,0.511388961,3.940801294,9.078755777,17.28516724,21.39809903,18.77941645,15.02926394,12.63767663,13.3597028,16.56891972,17.58653519,14.6944487,10.12695054,7.27494577,4.357951707,2.016383377,2.461700294,6.182461378,10.03209347,10.49146419,8.040341541,10.9009241,15.97717233,16.09919309,10.40531917,5.545234263,6.000652312,11.6701568,20.0547476,26.38393906,27.60697006,24.52305246,19.45458869,17.32505295,21.41497318,26.97972908,21.55423924,9.839191018,10.33238878,16.2005812,17.20353351,13.06438822,14.53228711,16.29802102,18.3289907,25.14178956,29.76423969,27.3209624,20.28923717,16.60764443,17.92472355,18.34348001,17.20678564,25.5053376,25.507053,17.49742455,18.39658593,17.04434682,10.55212151,4.862133129,5.490456279,5.745279348,6.152563607,9.54198069,10.59134615,10.36165329,12.55464142,17.55991505,18.12840554,15.44622315,13.1737195,12.04241168,12.98681835,14.02165719,11.46779692,3.826524771,-2.322381946,-1.309058427,4.705328442,4.220025126,-2.146093475,-6.844831596,-4.78414898,-1.480946399,3.188669813,9.711034737,13.09347923,11.23383611,6.133208366,3.550144156,9.153103132,14.16511002,18.6214445,25.63489946,18.98830991,14.97830219,22.18799981,25.21212145,20.11132593,10.56321295,4.755023712,7.905614599,6.019730183,2.713076158,6.280190625,8.665025477,12.38538452,15.713099,15.5546425,18.23836202,19.90522508,21.0365294,26.1411586,29.29659773,31.27612998,30.78626317,23.6403135,17.10899157,16.68029076,17.71720274,11.46089135,10.72930086,16.07767912,22.46837737,29.9383302,28.99492896,28.8453911,36.47610596,34.3114483,28.86783022,24.88553738,20.70263083,17.25128537,15.15715518,16.34081457,20.09747014,19.71707781,22.36361496,26.99610091,27.3111016,31.96599568,28.7402294,22.32169305,30.84407487,38.95351199,38.55614827,36.29786973,40.68417769,40.66673684,39.26800858,36.92768655,27.72962553,22.18406819,25.29258745,26.49193467,15.47886844,17.68879216,22.20420243,17.51262335,14.80763151,15.15877829,15.82445639,17.2730179,20.03873132,12.36667884,3.331530497,3.754781262,9.397256824,10.62769265,13.03918852,17.26622496
56,Melanoma,158.1871254,168.6511772,182.7353305,175.9375992,144.6397686,111.4667699,88.17047328,74.34062838,57.43318687,17.37479616,-1.88934741,32.22657576,63.20781806,69.44001924,55.74728934,38.74474705,35.82777893,29.42399424,12.25299081,31.47479326,64.67911246,78.79061707,63.97810991,15.6193703,-20.95177415,-11.39173178,-5.634047246,-16.8289493,-21.31997029,4.431359972,15.75180868,25.09118946,68.78212688,126.8242351,156.2835279,132.1205373,73.28015481,46.28440731,37.57621264,19.32016372,33.19061537,19.69199858,-24.91149335,-28.93281751,-15.09484065,-8.658228982,-3.440139937,30.76383916,62.68940504,73.42967324,74.29259675,66.38885563,55.61720842,46.98871173,38.37379158,29.30986151,37.38804215,72.38011524,92.88403068,90.52702801,76.45684527,62.21574272,60.15554328,57.62708709,41.08179419,32.34998514,49.49146855,49.8453467,-11.37916593,-3.899617617,48.22866536,55.50508285,23.06574862,25.11805994,69.46316178,104.4051263,118.5536828,114.3203078,106.2727162,103.4346659,61.55451389,23.53197364,35.45132298,35.91050921,26.09536672,20.24250756,23.5611974,42.67866867,16.06883111,-45.789527,-32.62953304,-0.610618889,29.3532238,63.76597816,71.10232753,99.5098004,156.0607229,185.0158877,155.4104859,109.572659,96.05904849,113.1928864,114.5942703,118.4125831,134.7981731,96.93360313,57.01900066,46.41952258,43.8831326,35.79646162,19.60668304,13.46018545,30.63616794,21.88257828,48.36240024,125.0950607,135.5452942,135.5450104,142.4231754,140.3866718,164.3747895,195.9830547,229.447602,259.2584525,220.7815811,163.168093,127.3278604,92.89241879,75.74622071,73.97683434,80.81146875,91.80056779,64.037536,22.40580778,18.95580333,53.01137809,89.66103406,114.6065492,137.4959815,169.0017916,230.8999421,283.356027,277.5961641,293.3278883,327.3798004,335.5990264,305.7076599,291.4980732,285.486241,263.5738507,239.0414679,243.7389674,252.6392471,247.7034618,263.5675456,275.1408456,281.0475259,299.841411,327.6651642,328.3616142,293.7706273,251.2242244,230.2126002,209.1126429,188.5785617,187.0047789,196.7407764,265.4700015,335.6141634,308.3908429,263.4316498,224.9072256,195.3456074,196.8734425,252.083179,267.2498626,226.3916778,208.7367433,181.1879597,189.1618789,240.9783548,263.9953084,237.1761052,217.0084986,203.3923275,144.4813153,133.4350246,137.0995269,121.252521,129.0896607,153.9872518,191.26397,214.8039052,185.9227688,133.4098838,100.2723276,113.0894302,166.0518397,219.7251928,250.4671017,252.475977
57,Melanoma,80.44997606,76.70569634,79.78782459,79.12310291,69.71101932,61.46316331,48.08384201,30.76075483,20.07124481,13.88147029,14.64206024,20.34001921,16.03119793,6.30489237,3.458892985,11.85300132,11.85995803,5.023156884,3.159672093,5.103178938,17.77963754,32.30568134,26.17294199,9.432374091,1.046794866,6.786149495,7.149142818,1.132037592,-4.220564297,-3.859178265,2.854345106,9.294277419,14.68352281,32.47032627,39.28432783,27.61087714,20.87526134,24.31624137,29.23409951,29.89810977,34.70132252,31.25822069,17.29265873,6.034347346,-3.565324785,-8.268836794,-6.277597353,-4.665980147,-2.314204916,-1.09902724,-2.659875099,6.545719174,16.41889215,14.77166843,7.819147137,-3.1815819,-11.87479681,-9.229451274,4.31613619,19.84473451,25.21572353,15.44644006,10.90895475,10.29882303,6.499343356,16.11891083,18.2075703,7.068050522,4.545070648,10.03950145,16.37042615,19.51610663,21.39694183,19.56077013,15.90210747,17.60770416,29.55302961,37.70608078,33.36224424,23.93701999,10.85151993,3.845701204,10.6019027,21.86740432,25.36092045,26.33046019,33.42149099,22.72039569,5.374100633,0.207264268,6.242786699,13.57363637,12.14824984,4.229027167,8.090574221,16.02019176,23.11230864,32.84636188,38.56164948,34.74199738,25.33533901,21.87578597,24.71678325,25.21397094,16.15780108,2.549904856,0.546452842,5.96767786,3.884545096,1.433937113,-4.403025638,-5.829060736,9.685823842,13.35258603,14.90171405,28.04782564,36.04557612,38.08125861,33.92758843,28.62070481,37.77486861,47.31879091,58.07009508,74.74947589,63.04759303,57.08771589,63.89276576,46.65655666,44.14442943,43.35975734,31.63354598,35.82975557,28.33529242,16.2924303,21.09319605,31.22214415,40.65772347,43.36128991,41.05322851,50.79376372,56.02763737,53.60412722,59.70648981,72.55703883,90.80386322,94.20173415,63.39335313,46.40568963,43.3399255,38.90343914,39.47596788,46.39281159,59.62452007,73.95975375,80.62954987,88.44892267,97.89498772,102.7895783,100.1293225,82.81977383,69.82897569,76.46309799,74.0292802,60.03338465,51.42218419,53.7325336,43.51348952,62.2652751,87.81794312,69.33283898,73.43321333,71.51208531,57.13238857,70.54454961,91.18185055,94.85061333,84.05075429,80.44355724,85.38268038,82.9063442,72.33474306,67.4409439,55.0622154,40.78752848,33.67996966,33.75061942,42.42095526,53.72231458,55.07397001,44.96598958,57.58081862,66.02497023,52.36100645,42.29186357,30.04366599,12.35303196,4.191195825,19.80600206,26.65110525,33.22459159,42.49915399
